[%Y-%m-%d	%H:%M:%S];[V];[V];[V];[V]
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:14;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:15;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:16;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:17;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:18;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
2021-10-02	22:04:19;10.5;10.5;10.5;10.5
